alert_id,customer_id,analyst_id,typology,alert_status,risk_score,alert_amount_inr,alert_gen_date,alert_closure_date,days_to_close,sla_days,sla_breached,alert_year,alert_month,alert_quarter,year_month,alert_source,jurisdiction_flag,str_reference,escalated_to_mlro,account_type,region,city,income_range,customer_risk_rating
ALT0001073,CUS001480,ANL010,Suspected Mule Account,True Positive — No STR,29.67,77049.29,2024-12-10,2024-12-12,2.0,15,0.0,2024,12,Q4,2024-12,Watchlist Match,,,0,Savings,North,Amritsar,5L-10L,Low
ALT0001074,CUS001911,ANL008,Dormant Account Reactivation,False Positive,62.2,96566.7,2023-03-06,2023-03-20,14.0,10,1.0,2023,3,Q1,2023-03,Watchlist Match,,,0,Savings,East,Bhubaneswar,25L-50L,Low
ALT0001075,CUS000106,ANL006,High-Risk Jurisdiction Transfer,False Positive,10.44,16034.83,2023-03-05,2023-03-16,11.0,10,1.0,2023,3,Q1,2023-03,Rule-Based Engine,Hong Kong,,0,NRE,West,Ahmedabad,2L-5L,Medium
ALT0001076,CUS001456,ANL005,Rapid Fund Movement,True Positive — No STR,79.32,410826.14,2022-04-30,2022-05-05,5.0,10,0.0,2022,4,Q2,2022-04,ML Anomaly Model,,,0,Current,Central,Jabalpur,>50L,Low
ALT0001077,CUS000969,ANL009,Suspected Mule Account,True Positive — No STR,68.2,21403.06,2022-08-12,2022-08-14,2.0,15,0.0,2022,8,Q3,2022-08,Peer Comparison Model,,,0,Fixed Deposit,Central,Raipur,5L-10L,Medium
ALT0001078,CUS001313,ANL005,Suspected Mule Account,Pending Review,10.6,519.87,2024-12-19,,,10,,2024,12,Q4,2024-12,Watchlist Match,,,0,Overdraft,Central,Bhopal,2L-5L,Medium
ALT0001079,CUS001736,ANL007,Structuring / Smurfing,False Positive,85.83,9071537.96,2022-06-29,2022-07-06,7.0,10,0.0,2022,6,Q2,2022-06,Peer Comparison Model,,,0,NRE,Central,Indore,5L-10L,Medium
ALT0001080,CUS000674,ANL013,Rapid Fund Movement,False Positive,96.87,213263.76,2024-09-17,2024-09-26,9.0,15,0.0,2024,9,Q3,2024-09,Watchlist Match,,,0,Current,South,Bengaluru,<2L,Low
ALT0001081,CUS001029,ANL018,Structuring / Smurfing,True Positive — STR Filed,73.58,25458.46,2023-08-12,2023-09-14,33.0,20,1.0,2023,8,Q3,2023-08,Peer Comparison Model,,STR-2023-9731,0,NRE,North,Lucknow,2L-5L,Very High
ALT0001082,CUS000589,ANL009,Suspected Mule Account,False Positive,5.46,193091.97,2024-05-24,2024-05-27,3.0,15,0.0,2024,5,Q2,2024-05,Watchlist Match,,,0,NRE,South,Coimbatore,2L-5L,Medium
ALT0001083,CUS001327,ANL005,High-Risk Jurisdiction Transfer,True Positive — STR Filed,94.96,3686252.0,2023-10-11,2023-10-21,10.0,10,0.0,2023,10,Q4,2023-10,Manual Referral,Seychelles,STR-2023-4869,0,Current,East,Patna,2L-5L,High
ALT0001084,CUS001586,ANL015,Structuring / Smurfing,True Positive — STR Filed,45.45,21994.07,2023-06-16,2023-06-23,7.0,20,0.0,2023,6,Q2,2023-06,Rule-Based Engine,,STR-2023-2187,0,Current,North,Jaipur,5L-10L,High
ALT0001085,CUS000937,ANL009,PEP-Related Transaction,Escalated to MLRO,43.12,399630.5,2024-12-12,2024-12-16,4.0,15,0.0,2024,12,Q4,2024-12,Peer Comparison Model,,,1,Overdraft,Central,Jabalpur,2L-5L,Low
ALT0001086,CUS001805,ANL020,Unusual Cash Activity,False Positive,98.22,2372.12,2023-12-26,2024-01-12,17.0,30,0.0,2023,12,Q4,2023-12,Watchlist Match,,,0,Savings,South,Kochi,<2L,Medium
ALT0001087,CUS001851,ANL009,Structuring / Smurfing,False Positive,29.27,232388.58,2022-09-23,2022-09-24,1.0,15,0.0,2022,9,Q3,2022-09,Watchlist Match,,,0,Current,East,Patna,2L-5L,Medium
ALT0001088,CUS001438,ANL007,Round-Tripping,True Positive — STR Filed,6.83,800442.75,2024-10-13,2024-10-25,12.0,10,1.0,2024,10,Q4,2024-10,Manual Referral,,STR-2024-8324,0,Overdraft,South,Kochi,2L-5L,Low
ALT0001089,CUS001403,ANL019,Unusual Cash Activity,False Positive,89.99,22431.95,2024-11-30,2024-12-28,28.0,30,0.0,2024,11,Q4,2024-11,Manual Referral,,,0,Fixed Deposit,South,Coimbatore,5L-10L,Medium
ALT0001090,CUS001798,ANL002,Dormant Account Reactivation,False Positive,46.96,113670.62,2024-10-16,2024-10-22,6.0,10,0.0,2024,10,Q4,2024-10,ML Anomaly Model,,,0,Fixed Deposit,North,Amritsar,2L-5L,Medium
ALT0001091,CUS001323,ANL016,Round-Tripping,Pending Review,11.78,630315.12,2024-10-05,,,20,,2024,10,Q4,2024-10,Peer Comparison Model,,,0,Savings,North,Jaipur,5L-10L,Medium
ALT0001092,CUS000874,ANL016,Round-Tripping,False Positive,15.43,52276.65,2023-01-04,2023-01-07,3.0,20,0.0,2023,1,Q1,2023-01,ML Anomaly Model,,,0,Current,Central,Indore,2L-5L,Low
ALT0001093,CUS000297,ANL018,Suspected Mule Account,False Positive,65.97,4986.27,2023-04-22,2023-05-07,15.0,20,0.0,2023,4,Q2,2023-04,Manual Referral,,,0,Current,Central,Bhopal,2L-5L,Medium
ALT0001094,CUS001353,ANL019,High-Risk Jurisdiction Transfer,False Positive,23.41,68921.0,2023-08-18,2023-09-11,24.0,30,0.0,2023,8,Q3,2023-08,Peer Comparison Model,British Virgin Islands,,0,Savings,South,Coimbatore,5L-10L,High
ALT0001095,CUS000357,ANL013,PEP-Related Transaction,True Positive — STR Filed,0.69,848107.07,2023-02-01,2023-02-02,1.0,15,0.0,2023,2,Q1,2023-02,Manual Referral,,STR-2023-1013,0,Current,East,Kolkata,5L-10L,Low
ALT0001096,CUS000266,ANL011,Round-Tripping,Under Investigation,91.69,12194.78,2022-01-04,,,15,,2022,1,Q1,2022-01,Manual Referral,,,0,Savings,North,Chandigarh,5L-10L,Low
ALT0001097,CUS000862,ANL020,Trade-Based Money Laundering,False Positive,95.37,45281.59,2022-08-31,2022-09-23,23.0,30,0.0,2022,8,Q3,2022-08,Rule-Based Engine,,,0,NRO,North,Lucknow,25L-50L,High
ALT0001098,CUS000676,ANL009,PEP-Related Transaction,False Positive,82.18,1090507.96,2022-02-19,2022-02-27,8.0,15,0.0,2022,2,Q1,2022-02,Watchlist Match,,,0,Overdraft,West,Pune,10L-25L,Low
ALT0001099,CUS001672,ANL007,Dormant Account Reactivation,False Positive,51.56,1813354.74,2024-08-10,2024-08-20,10.0,10,0.0,2024,8,Q3,2024-08,Watchlist Match,,,0,Savings,West,Nagpur,5L-10L,Medium
ALT0001100,CUS001712,ANL018,Round-Tripping,True Positive — No STR,89.0,415548.28,2022-08-30,2022-09-19,20.0,20,0.0,2022,8,Q3,2022-08,Manual Referral,,,0,Fixed Deposit,West,Ahmedabad,2L-5L,High
ALT0001101,CUS000589,ANL015,Shell Company Activity,Escalated to MLRO,73.64,1785021.76,2023-03-01,2023-03-03,2.0,20,0.0,2023,3,Q1,2023-03,Rule-Based Engine,,,1,NRE,South,Coimbatore,2L-5L,Medium
ALT0001102,CUS000885,ANL001,Unusual Cash Activity,False Positive,93.86,905.84,2024-04-29,2024-05-08,9.0,10,0.0,2024,4,Q2,2024-04,Rule-Based Engine,,,0,Current,East,Bhubaneswar,25L-50L,High
ALT0001103,CUS001764,ANL008,PEP-Related Transaction,Under Investigation,24.75,54270.03,2024-04-27,,,10,,2024,4,Q2,2024-04,Watchlist Match,,,0,Current,Central,Raipur,10L-25L,Very High
ALT0001104,CUS000487,ANL002,Structuring / Smurfing,False Positive,72.96,855718.43,2022-04-04,2022-04-07,3.0,10,0.0,2022,4,Q2,2022-04,Watchlist Match,,,0,Current,North,Chandigarh,25L-50L,Low
ALT0001105,CUS000327,ANL010,Structuring / Smurfing,Escalated to MLRO,55.98,63999.53,2023-11-15,2023-11-28,13.0,15,0.0,2023,11,Q4,2023-11,Rule-Based Engine,,,1,Current,East,Guwahati,25L-50L,Low
ALT0001106,CUS001083,ANL013,High-Risk Jurisdiction Transfer,True Positive — No STR,91.04,574685.52,2023-12-18,2024-01-04,17.0,15,1.0,2023,12,Q4,2023-12,Watchlist Match,Malta,,0,Overdraft,Central,Raipur,5L-10L,Low
ALT0001107,CUS000495,ANL003,PEP-Related Transaction,False Positive,70.79,2350924.54,2023-03-11,2023-03-27,16.0,10,1.0,2023,3,Q1,2023-03,Peer Comparison Model,,,0,NRE,Central,Indore,>50L,Low
ALT0001108,CUS000318,ANL011,Dormant Account Reactivation,Under Investigation,25.5,20978.8,2022-01-24,,,15,,2022,1,Q1,2022-01,Peer Comparison Model,,,0,Current,North,Lucknow,5L-10L,Medium
ALT0001109,CUS000168,ANL014,Round-Tripping,Under Investigation,42.91,138818.64,2023-02-17,,,15,,2023,2,Q1,2023-02,Manual Referral,,,0,Current,North,Lucknow,>50L,Medium
ALT0001110,CUS001476,ANL018,Shell Company Activity,False Positive,6.71,19970.84,2023-07-31,2023-08-20,20.0,20,0.0,2023,7,Q3,2023-07,ML Anomaly Model,,,0,Savings,East,Kolkata,5L-10L,High
ALT0001111,CUS001664,ANL012,Trade-Based Money Laundering,True Positive — STR Filed,6.35,4019.1,2023-06-06,2023-06-27,21.0,15,1.0,2023,6,Q2,2023-06,Rule-Based Engine,,STR-2023-9243,0,Savings,Central,Raipur,5L-10L,Low
ALT0001112,CUS000589,ANL006,Dormant Account Reactivation,False Positive,70.88,10517.6,2022-05-19,2022-05-26,7.0,10,0.0,2022,5,Q2,2022-05,Manual Referral,,,0,NRE,South,Coimbatore,2L-5L,Medium
ALT0001113,CUS000400,ANL006,Trade-Based Money Laundering,False Positive,71.38,272225.6,2023-09-23,2023-09-27,4.0,10,0.0,2023,9,Q3,2023-09,Manual Referral,,,0,Current,South,Coimbatore,10L-25L,Very High
ALT0001114,CUS000073,ANL017,Dormant Account Reactivation,Under Investigation,89.71,228943.07,2023-09-07,,,20,,2023,9,Q3,2023-09,ML Anomaly Model,,,0,Savings,South,Hyderabad,2L-5L,Medium
ALT0001115,CUS000329,ANL019,PEP-Related Transaction,False Positive,46.1,81890.07,2024-11-03,2024-11-04,1.0,30,0.0,2024,11,Q4,2024-11,Rule-Based Engine,,,0,Current,West,Mumbai,5L-10L,High
ALT0001116,CUS001109,ANL005,Trade-Based Money Laundering,False Positive,71.84,1606264.94,2023-10-26,2023-10-31,5.0,10,0.0,2023,10,Q4,2023-10,Manual Referral,,,0,NRO,North,Amritsar,25L-50L,Low
ALT0001117,CUS000652,ANL012,PEP-Related Transaction,False Positive,92.37,16969.16,2022-01-13,2022-01-28,15.0,15,0.0,2022,1,Q1,2022-01,Watchlist Match,,,0,NRE,North,Jaipur,10L-25L,Low
ALT0001118,CUS001806,ANL009,Shell Company Activity,False Positive,64.99,24376.13,2022-08-22,2022-09-06,15.0,15,0.0,2022,8,Q3,2022-08,Watchlist Match,,,0,Current,East,Ranchi,<2L,High
ALT0001119,CUS001762,ANL010,High-Risk Jurisdiction Transfer,False Positive,54.81,39799.07,2023-11-14,2023-11-28,14.0,15,0.0,2023,11,Q4,2023-11,ML Anomaly Model,Panama,,0,Fixed Deposit,South,Bengaluru,<2L,Low
ALT0001120,CUS001255,ANL013,Dormant Account Reactivation,Under Investigation,68.56,1655875.07,2023-12-01,,,15,,2023,12,Q4,2023-12,Peer Comparison Model,,,0,Overdraft,Central,Gwalior,2L-5L,High
ALT0001121,CUS000389,ANL013,Rapid Fund Movement,False Positive,78.69,841.54,2024-03-22,2024-04-21,30.0,15,1.0,2024,3,Q1,2024-03,Watchlist Match,,,0,Current,South,Kochi,2L-5L,Medium
ALT0001122,CUS001194,ANL013,Trade-Based Money Laundering,True Positive — No STR,71.96,1762680.81,2022-03-01,2022-03-17,16.0,15,1.0,2022,3,Q1,2022-03,Watchlist Match,,,0,Overdraft,East,Ranchi,2L-5L,High
ALT0001123,CUS000870,ANL009,Unusual Cash Activity,False Positive,4.69,1193917.88,2022-12-26,2023-01-08,13.0,15,0.0,2022,12,Q4,2022-12,Peer Comparison Model,,,0,NRO,North,Chandigarh,25L-50L,Low
ALT0001124,CUS001889,ANL017,Dormant Account Reactivation,False Positive,64.08,1250179.42,2023-02-02,2023-03-02,28.0,20,1.0,2023,2,Q1,2023-02,Manual Referral,,,0,NRO,East,Guwahati,2L-5L,Low
ALT0001125,CUS000006,ANL011,Rapid Fund Movement,False Positive,7.06,915899.87,2023-11-08,2023-11-14,6.0,15,0.0,2023,11,Q4,2023-11,Peer Comparison Model,,,0,Savings,South,Hyderabad,>50L,Low
ALT0001126,CUS000594,ANL019,Rapid Fund Movement,False Positive,13.44,825823.7,2023-11-24,2023-12-28,34.0,30,1.0,2023,11,Q4,2023-11,Manual Referral,,,0,Savings,East,Kolkata,10L-25L,High
ALT0001127,CUS001397,ANL005,Shell Company Activity,True Positive — STR Filed,29.91,1184759.98,2024-09-08,2024-09-20,12.0,10,1.0,2024,9,Q3,2024-09,Peer Comparison Model,,STR-2024-3322,0,Current,South,Coimbatore,2L-5L,Low
ALT0001128,CUS000689,ANL014,Structuring / Smurfing,False Positive,69.23,19207.11,2024-08-29,2024-09-10,12.0,15,0.0,2024,8,Q3,2024-08,Watchlist Match,,,0,Savings,East,Kolkata,5L-10L,Low
ALT0001129,CUS001444,ANL006,Rapid Fund Movement,Under Investigation,59.49,70936.16,2022-03-14,,,10,,2022,3,Q1,2022-03,Manual Referral,,,0,Fixed Deposit,Central,Indore,5L-10L,Low
ALT0001130,CUS001288,ANL008,High-Risk Jurisdiction Transfer,True Positive — STR Filed,27.56,46209.92,2022-10-06,2022-10-28,22.0,10,1.0,2022,10,Q4,2022-10,Rule-Based Engine,Malta,STR-2022-8847,0,Current,North,Chandigarh,2L-5L,High
ALT0001131,CUS001839,ANL014,Rapid Fund Movement,False Positive,58.42,21679.59,2024-09-13,2024-09-20,7.0,15,0.0,2024,9,Q3,2024-09,ML Anomaly Model,,,0,Savings,North,Amritsar,2L-5L,Medium
ALT0001132,CUS000645,ANL003,Trade-Based Money Laundering,False Positive,5.56,1624360.46,2022-11-15,2022-11-23,8.0,10,0.0,2022,11,Q4,2022-11,Rule-Based Engine,,,0,NRE,North,Amritsar,2L-5L,Medium
ALT0001133,CUS000615,ANL007,Suspected Mule Account,True Positive — STR Filed,82.08,117206.94,2024-08-01,2024-08-09,8.0,10,0.0,2024,8,Q3,2024-08,Rule-Based Engine,,STR-2024-2777,0,Current,South,Chennai,<2L,Low
ALT0001134,CUS001966,ANL017,Trade-Based Money Laundering,Pending Review,26.28,23226.37,2023-11-18,,,20,,2023,11,Q4,2023-11,Rule-Based Engine,,,0,Overdraft,Central,Bhopal,<2L,Medium
ALT0001135,CUS001825,ANL009,Round-Tripping,False Positive,52.31,1401827.69,2024-08-05,2024-08-16,11.0,15,0.0,2024,8,Q3,2024-08,Peer Comparison Model,,,0,Current,West,Mumbai,5L-10L,Medium
ALT0001136,CUS001397,ANL010,Trade-Based Money Laundering,False Positive,56.95,135222.36,2024-04-27,2024-05-02,5.0,15,0.0,2024,4,Q2,2024-04,Rule-Based Engine,,,0,Current,South,Coimbatore,2L-5L,Low
ALT0001137,CUS001898,ANL009,Structuring / Smurfing,False Positive,60.86,437963.73,2022-04-25,2022-05-09,14.0,15,0.0,2022,4,Q2,2022-04,Peer Comparison Model,,,0,Savings,South,Hyderabad,5L-10L,Medium
ALT0001138,CUS001207,ANL017,Trade-Based Money Laundering,False Positive,7.29,304717.89,2024-12-03,2024-12-14,11.0,20,0.0,2024,12,Q4,2024-12,Watchlist Match,,,0,NRO,South,Chennai,2L-5L,Medium
ALT0001139,CUS000506,ANL018,Unusual Cash Activity,Pending Review,19.97,1592420.66,2023-09-06,,,20,,2023,9,Q3,2023-09,Manual Referral,,,0,Savings,South,Bengaluru,10L-25L,Medium
ALT0001140,CUS001781,ANL003,Rapid Fund Movement,False Positive,34.91,51350.89,2023-10-09,2023-10-20,11.0,10,1.0,2023,10,Q4,2023-10,Watchlist Match,,,0,NRE,Central,Jabalpur,5L-10L,Low
ALT0001141,CUS001733,ANL020,Trade-Based Money Laundering,Pending Review,43.2,309296.43,2022-02-08,,,30,,2022,2,Q1,2022-02,ML Anomaly Model,,,0,NRE,West,Pune,<2L,Medium
ALT0001142,CUS000700,ANL007,Rapid Fund Movement,True Positive — STR Filed,43.74,655.93,2023-03-03,2023-03-21,18.0,10,1.0,2023,3,Q1,2023-03,Peer Comparison Model,,STR-2023-2118,0,Fixed Deposit,West,Mumbai,2L-5L,Medium
ALT0001143,CUS001041,ANL018,Trade-Based Money Laundering,True Positive — STR Filed,94.46,35812.79,2023-11-11,2023-11-22,11.0,20,0.0,2023,11,Q4,2023-11,Watchlist Match,,STR-2023-1752,0,NRO,South,Coimbatore,10L-25L,Low
ALT0001144,CUS001361,ANL020,Rapid Fund Movement,True Positive — STR Filed,12.89,81070.49,2023-12-26,2024-01-23,28.0,30,0.0,2023,12,Q4,2023-12,Watchlist Match,,STR-2023-6022,0,Savings,East,Guwahati,10L-25L,Medium
ALT0001145,CUS001383,ANL014,Structuring / Smurfing,True Positive — STR Filed,19.59,4234516.07,2022-05-16,2022-06-04,19.0,15,1.0,2022,5,Q2,2022-05,Manual Referral,,STR-2022-5652,0,Savings,South,Kochi,>50L,Medium
ALT0001146,CUS000271,ANL017,Structuring / Smurfing,False Positive,11.69,1343423.32,2022-11-02,2022-11-29,27.0,20,1.0,2022,11,Q4,2022-11,Manual Referral,,,0,Savings,South,Kochi,2L-5L,Low
ALT0001147,CUS001695,ANL014,Trade-Based Money Laundering,True Positive — STR Filed,72.69,20939.47,2023-07-29,2023-08-17,19.0,15,1.0,2023,7,Q3,2023-07,Manual Referral,,STR-2023-1796,0,NRO,East,Kolkata,25L-50L,Low
ALT0001148,CUS001044,ANL001,Structuring / Smurfing,False Positive,98.8,21390.75,2022-03-05,2022-03-16,11.0,10,1.0,2022,3,Q1,2022-03,Watchlist Match,,,0,NRE,North,Lucknow,2L-5L,Low
ALT0001149,CUS001042,ANL020,Shell Company Activity,Under Investigation,75.9,30775.55,2023-11-26,,,30,,2023,11,Q4,2023-11,Manual Referral,,,0,Savings,North,Jaipur,2L-5L,Low
ALT0001150,CUS000291,ANL005,PEP-Related Transaction,True Positive — STR Filed,54.0,243717.16,2024-02-08,2024-02-12,4.0,10,0.0,2024,2,Q1,2024-02,Watchlist Match,,STR-2024-3602,0,Savings,East,Guwahati,<2L,Very High
ALT0001151,CUS001457,ANL005,Round-Tripping,False Positive,86.05,9424.78,2024-12-30,2025-01-12,13.0,10,1.0,2024,12,Q4,2024-12,Peer Comparison Model,,,0,Savings,North,Amritsar,5L-10L,Low
ALT0001152,CUS000932,ANL019,Shell Company Activity,True Positive — STR Filed,27.4,170288.48,2022-12-06,2022-12-27,21.0,30,0.0,2022,12,Q4,2022-12,Peer Comparison Model,,STR-2022-7270,0,Savings,North,Delhi,<2L,Low
ALT0001153,CUS001775,ANL010,High-Risk Jurisdiction Transfer,False Positive,68.86,841.89,2024-03-08,2024-03-22,14.0,15,0.0,2024,3,Q1,2024-03,ML Anomaly Model,Cayman Islands,,0,Current,North,Jaipur,2L-5L,High
ALT0001154,CUS000692,ANL011,Rapid Fund Movement,False Positive,21.71,1809000.25,2023-01-19,2023-02-02,14.0,15,0.0,2023,1,Q1,2023-01,ML Anomaly Model,,,0,Savings,West,Nagpur,2L-5L,Medium
ALT0001155,CUS001058,ANL012,Unusual Cash Activity,False Positive,28.79,6333679.18,2022-08-28,2022-09-02,5.0,15,0.0,2022,8,Q3,2022-08,ML Anomaly Model,,,0,Savings,West,Surat,2L-5L,Low
ALT0001156,CUS000318,ANL011,Round-Tripping,False Positive,53.85,3144208.28,2023-09-24,2023-10-16,22.0,15,1.0,2023,9,Q3,2023-09,Peer Comparison Model,,,0,Current,North,Lucknow,5L-10L,Medium
ALT0001157,CUS001530,ANL002,Suspected Mule Account,False Positive,31.34,3930394.79,2023-10-07,2023-10-18,11.0,10,1.0,2023,10,Q4,2023-10,Manual Referral,,,0,Savings,North,Lucknow,2L-5L,Very High
ALT0001158,CUS000363,ANL010,PEP-Related Transaction,Under Investigation,6.55,564117.68,2022-03-06,,,15,,2022,3,Q1,2022-03,Peer Comparison Model,,,0,NRO,West,Pune,2L-5L,Low
ALT0001159,CUS000446,ANL002,High-Risk Jurisdiction Transfer,Pending Review,14.11,20482.52,2023-07-11,,,10,,2023,7,Q3,2023-07,Peer Comparison Model,Hong Kong,,0,Fixed Deposit,Central,Raipur,5L-10L,Medium
ALT0001160,CUS000856,ANL012,Rapid Fund Movement,False Positive,28.0,283907.87,2024-04-27,2024-05-13,16.0,15,1.0,2024,4,Q2,2024-04,Rule-Based Engine,,,0,Current,South,Chennai,2L-5L,Low
ALT0001161,CUS000941,ANL020,Structuring / Smurfing,True Positive — No STR,94.17,49006.39,2022-06-27,2022-07-13,16.0,30,0.0,2022,6,Q2,2022-06,Manual Referral,,,0,Savings,Central,Gwalior,10L-25L,Medium
ALT0001162,CUS001275,ANL019,Unusual Cash Activity,False Positive,13.97,309769.92,2024-10-14,2024-10-16,2.0,30,0.0,2024,10,Q4,2024-10,Peer Comparison Model,,,0,Savings,Central,Gwalior,5L-10L,Medium
ALT0001163,CUS000871,ANL007,Structuring / Smurfing,False Positive,90.73,2101319.97,2023-05-02,2023-05-03,1.0,10,0.0,2023,5,Q2,2023-05,Rule-Based Engine,,,0,Savings,East,Bhubaneswar,5L-10L,High
ALT0001164,CUS001929,ANL004,PEP-Related Transaction,True Positive — STR Filed,67.77,45481.08,2024-02-01,2024-02-05,4.0,10,0.0,2024,2,Q1,2024-02,ML Anomaly Model,,STR-2024-3117,0,Savings,Central,Bhopal,10L-25L,High
ALT0001165,CUS000728,ANL016,Trade-Based Money Laundering,True Positive — No STR,48.95,1470047.07,2024-07-14,2024-07-29,15.0,20,0.0,2024,7,Q3,2024-07,Peer Comparison Model,,,0,Overdraft,Central,Raipur,<2L,Low
ALT0001166,CUS000473,ANL015,Rapid Fund Movement,False Positive,43.76,16634.68,2023-09-12,2023-09-17,5.0,20,0.0,2023,9,Q3,2023-09,Watchlist Match,,,0,Current,West,Ahmedabad,5L-10L,Low
ALT0001167,CUS001035,ANL008,Suspected Mule Account,True Positive — STR Filed,31.0,41412.19,2023-03-19,2023-03-30,11.0,10,1.0,2023,3,Q1,2023-03,Rule-Based Engine,,STR-2023-5720,0,Current,Central,Bhopal,5L-10L,Medium
ALT0001168,CUS000968,ANL004,PEP-Related Transaction,True Positive — STR Filed,38.96,45371.0,2024-12-11,2024-12-26,15.0,10,1.0,2024,12,Q4,2024-12,Watchlist Match,,STR-2024-2732,0,NRE,East,Bhubaneswar,2L-5L,Medium
ALT0001169,CUS001336,ANL008,PEP-Related Transaction,True Positive — STR Filed,60.72,1723957.45,2023-09-12,2023-09-17,5.0,10,0.0,2023,9,Q3,2023-09,ML Anomaly Model,,STR-2023-8580,0,Fixed Deposit,North,Jaipur,2L-5L,Low
ALT0001170,CUS001014,ANL005,Suspected Mule Account,True Positive — No STR,5.89,15621.23,2022-12-25,2022-12-31,6.0,10,0.0,2022,12,Q4,2022-12,Rule-Based Engine,,,0,Savings,Central,Bhopal,2L-5L,Low
ALT0001171,CUS001878,ANL009,High-Risk Jurisdiction Transfer,False Positive,24.96,290684.13,2022-08-18,2022-09-08,21.0,15,1.0,2022,8,Q3,2022-08,Rule-Based Engine,Malta,,0,NRE,North,Delhi,2L-5L,Low
ALT0001172,CUS001295,ANL020,Rapid Fund Movement,False Positive,18.09,332143.24,2024-02-06,2024-03-10,33.0,30,1.0,2024,2,Q1,2024-02,Peer Comparison Model,,,0,NRO,Central,Indore,2L-5L,Very High
ALT0001173,CUS001783,ANL016,Rapid Fund Movement,Under Investigation,18.89,121883.3,2022-03-18,,,20,,2022,3,Q1,2022-03,Manual Referral,,,0,Savings,South,Chennai,10L-25L,Medium
ALT0001174,CUS000677,ANL005,Shell Company Activity,False Positive,44.99,55154.72,2023-02-18,2023-02-22,4.0,10,0.0,2023,2,Q1,2023-02,Rule-Based Engine,,,0,Current,East,Ranchi,5L-10L,Low
ALT0001175,CUS001905,ANL004,Round-Tripping,True Positive — No STR,34.66,223464.24,2022-07-09,2022-07-17,8.0,10,0.0,2022,7,Q3,2022-07,ML Anomaly Model,,,0,Current,North,Lucknow,<2L,High
ALT0001176,CUS000227,ANL012,Round-Tripping,True Positive — STR Filed,66.8,2363373.64,2024-06-27,2024-07-12,15.0,15,0.0,2024,6,Q2,2024-06,Rule-Based Engine,,STR-2024-5715,0,Savings,West,Ahmedabad,<2L,Low
ALT0001177,CUS001385,ANL003,PEP-Related Transaction,Under Investigation,78.98,13942.72,2024-11-02,,,10,,2024,11,Q4,2024-11,Rule-Based Engine,,,0,Savings,South,Kochi,5L-10L,Medium
ALT0001178,CUS000067,ANL006,Unusual Cash Activity,False Positive,83.32,2881378.02,2022-02-21,2022-02-22,1.0,10,0.0,2022,2,Q1,2022-02,Watchlist Match,,,0,Current,West,Surat,5L-10L,Medium
ALT0001179,CUS000170,ANL011,Unusual Cash Activity,Under Investigation,59.8,385108.9,2024-09-15,,,15,,2024,9,Q3,2024-09,Rule-Based Engine,,,0,Current,West,Ahmedabad,<2L,Low
ALT0001180,CUS001341,ANL009,Structuring / Smurfing,False Positive,39.39,52795.13,2024-10-21,2024-10-28,7.0,15,0.0,2024,10,Q4,2024-10,ML Anomaly Model,,,0,NRO,South,Hyderabad,25L-50L,Medium
ALT0001181,CUS001491,ANL010,Round-Tripping,False Positive,82.37,116670.78,2022-11-12,2022-11-19,7.0,15,0.0,2022,11,Q4,2022-11,Manual Referral,,,0,Current,North,Delhi,<2L,Medium
ALT0001182,CUS001106,ANL014,High-Risk Jurisdiction Transfer,Under Investigation,58.82,6730870.54,2023-01-25,,,15,,2023,1,Q1,2023-01,Peer Comparison Model,British Virgin Islands,,0,Current,Central,Bhopal,<2L,Low
ALT0001183,CUS001701,ANL001,Structuring / Smurfing,False Positive,62.93,755812.97,2023-11-28,2023-12-06,8.0,10,0.0,2023,11,Q4,2023-11,ML Anomaly Model,,,0,Savings,West,Mumbai,>50L,High
ALT0001184,CUS000641,ANL015,Round-Tripping,Pending Review,39.8,19943.91,2024-09-17,,,20,,2024,9,Q3,2024-09,Manual Referral,,,0,Fixed Deposit,Central,Indore,10L-25L,High
ALT0001185,CUS001213,ANL006,Rapid Fund Movement,False Positive,4.7,395269.79,2024-12-08,2024-12-25,17.0,10,1.0,2024,12,Q4,2024-12,Manual Referral,,,0,Savings,Central,Raipur,2L-5L,Low
